slice_file_name,fsID,start,end,salience,fold,classID,class
baby_0.wav,111111,53.294058956916096,55.294058956916096,1,11,15,baby
baby_1.wav,111111,109.91410430839002,111.91410430839002,1,11,15,baby
baby_2.wav,111111,32.00689342403628,34.00689342403628,1,11,15,baby
baby_3.wav,111111,53.49755102040816,55.49755102040816,1,11,15,baby
baby_4.wav,111111,28.19142857142857,30.19142857142857,1,11,15,baby
baby_5.wav,111111,30.65138321995465,32.651383219954646,1,11,15,baby
baby_6.wav,111111,29.65532879818594,31.65532879818594,1,11,15,baby
baby_7.wav,111111,30.768662131519275,32.76866213151927,1,11,15,baby
baby_8.wav,111111,46.2934693877551,48.2934693877551,1,11,15,baby
baby_9.wav,111111,91.48444444444445,93.48444444444445,1,11,15,baby
baby_10.wav,111111,30.201043083900228,32.201043083900224,1,11,15,baby
baby_11.wav,111111,77.91646258503401,79.91646258503401,1,11,15,baby
baby_12.wav,111111,112.13473922902494,114.13473922902494,1,11,15,baby
baby_13.wav,111111,99.24834467120182,101.24834467120182,1,11,15,baby
baby_14.wav,111111,59.30843537414966,61.30843537414966,1,11,15,baby
baby_15.wav,111111,96.44104308390023,98.44104308390023,1,11,15,baby
baby_16.wav,111111,96.20816326530613,98.20816326530613,1,11,15,baby
baby_17.wav,111111,74.41369614512472,76.41369614512472,1,11,15,baby
baby_18.wav,111111,29.621950113378684,31.621950113378684,1,11,15,baby
baby_19.wav,111111,93.30716553287982,95.30716553287982,1,11,15,baby
baby_20.wav,111111,41.838185941043086,43.838185941043086,1,11,15,baby
baby_21.wav,111111,84.7518820861678,86.7518820861678,1,11,15,baby
baby_22.wav,111111,100.53972789115646,102.53972789115646,1,11,15,baby
baby_23.wav,111111,65.58054421768708,67.58054421768708,1,11,15,baby
baby_24.wav,111111,32.922721088435374,34.922721088435374,1,11,15,baby
baby_25.wav,111111,75.21410430839002,77.21410430839002,1,11,15,baby
baby_26.wav,111111,104.9130612244898,106.9130612244898,1,11,15,baby
baby_27.wav,111111,60.97528344671202,62.97528344671202,1,11,15,baby
baby_28.wav,111111,24.427437641723355,26.427437641723355,1,11,15,baby
baby_29.wav,111111,83.15655328798186,85.15655328798186,1,11,15,baby
baby_30.wav,111111,71.78780045351473,73.78780045351473,1,11,15,baby
baby_31.wav,111111,48.018140589569164,50.018140589569164,1,11,15,baby
baby_32.wav,111111,48.51310657596372,50.51310657596372,1,11,15,baby
baby_33.wav,111111,61.0269387755102,63.0269387755102,1,11,15,baby
baby_34.wav,111111,62.13356009070295,64.13356009070294,1,11,15,baby
baby_35.wav,111111,76.30136054421769,78.30136054421769,1,11,15,baby
baby_36.wav,111111,4.895011337868481,6.895011337868481,1,11,15,baby
baby_37.wav,111111,95.50666666666666,97.50666666666666,1,11,15,baby
baby_38.wav,111111,55.21768707482993,57.21768707482993,1,11,15,baby
baby_39.wav,111111,4.8769614512471655,6.8769614512471655,1,11,15,baby
baby_40.wav,111111,5.031927437641723,7.031927437641723,1,11,15,baby
baby_41.wav,111111,97.49668934240363,99.49668934240363,1,11,15,baby
baby_42.wav,111111,68.82421768707484,70.82421768707484,1,11,15,baby
baby_43.wav,111111,82.48399092970521,84.48399092970521,1,11,15,baby
baby_44.wav,111111,97.44657596371881,99.44657596371881,1,11,15,baby
baby_45.wav,111111,62.99514739229025,64.99514739229025,1,11,15,baby
baby_46.wav,111111,22.48467120181406,24.48467120181406,1,11,15,baby
baby_47.wav,111111,75.32090702947846,77.32090702947846,1,11,15,baby
